"name","genre","creative.type","production.method","revenue.inf"
"Singles","Comedy","Contemporary Fiction","Live Action",24.404894
"Casualties of War","Drama","Historical Fiction","Live Action",29.746386
"A Thousand Words","Comedy","Contemporary Fiction","Live Action",19.400446
"Taking Care of Business","Comedy","Contemporary Fiction","Live Action",36.57033
"Hey Baby","Comedy","Contemporary Fiction","Live Action",1.716662
"The Fan","Thriller/Suspense","Contemporary Fiction","Live Action",34.855208
"Desert Flower","Drama","Dramatization","Live Action",0.046805
"Sabotage","Action","Contemporary Fiction","Live Action",10.765762
"Best Defense","Comedy","Contemporary Fiction","Live Action",45.740033
"Rockstar","Drama","Contemporary Fiction","Live Action",1.040609
"Cutthroat Island","Adventure","Historical Fiction","Live Action",18.841046
"Simon Birch","Drama","Contemporary Fiction","Live Action",32.574617
"Jagten","Drama","Contemporary Fiction","Live Action",0.707466
"Good Guys Wear Black","Action","Contemporary Fiction","Live Action",65.457694
"Machete Kills","Action","Contemporary Fiction","Live Action",8.244559
"Love Affair","Drama","Contemporary Fiction","Live Action",37.472666
"Sadako 3D","Horror","Fantasy","Live Action",0
"Eye of the Beholder","Thriller/Suspense","Contemporary Fiction","Live Action",25.558791
"Crimes and Misdemeanors","Comedy","Contemporary Fiction","Live Action",32.665683
"Loser","Romantic Comedy","Contemporary Fiction","Live Action",24.013714
"Ladyhawke","Action","Fantasy","Live Action",43.026228
"That Darn Cat","Comedy","Kids Fiction","Live Action",33.261049
"Harold & Kumar Go to White Castle","Comedy","Contemporary Fiction","Live Action",24.564351
"Sugar Hill","Drama","Contemporary Fiction","Live Action",37.376695
"Daddy Day Camp","Comedy","Contemporary Fiction","Live Action",16.101628
"Cocoon: The Return","Comedy","Science Fiction","Live Action",37.440148
"Dead Men Don't Wear Plaid","Comedy","Historical Fiction","Live Action",51.803378
"Getting Even With Dad","Comedy","Contemporary Fiction","Live Action",23.093993
"Bears","Documentary","Factual","Live Action",18.215447
"Skin Deep","Comedy","Contemporary Fiction","Live Action",38.06645
"The Sure Thing","Comedy","Contemporary Fiction","Live Action",42.758982
"All the Pretty Horses","Western","Historical Fiction","Live Action",23.630921
"Keeping Mum","Comedy","Contemporary Fiction","Live Action",2.068553
"Friends with Money","Comedy","Contemporary Fiction","Live Action",17.083028
"Young Sherlock Holmes","Adventure","Historical Fiction","Live Action",42.003866
"Gone","Thriller/Suspense","Contemporary Fiction","Live Action",12.283921
"Last Man Standing","Action","Historical Fiction","Live Action",34.275368
"Five Easy Pieces","Drama","Contemporary Fiction","Live Action",97.735092
"DuckTales: The Movie - Treasure of the Lost Lamp","Adventure","Kids Fiction","Hand Animation",24.919357
"Private Lessons","Comedy","Contemporary Fiction","Live Action",53.543225
"Repo Men","Action","Science Fiction","Live Action",14.634058
"Milk Money","Romantic Comedy","Contemporary Fiction","Live Action",36.994756
"Death on the Nile","Drama","Historical Fiction","Live Action",64.384618
"The Howling","Horror","Fantasy","Live Action",54.149079
"Wes Craven's New Nightmare","Horror","Fantasy","Live Action",36.768322
"Dope","Comedy","Contemporary Fiction","Live Action",17.50647
"Used People","Comedy","Contemporary Fiction","Live Action",36.217425
"Bokura ga Ita Kohen","Drama","Contemporary Fiction","Live Action",0
"African Cats","Documentary","Factual","Live Action",16.284814
"The Crow: City of Angels","Action","Fantasy","Live Action",33.865664
"Antitrust","Thriller/Suspense","Contemporary Fiction","Live Action",16.215335
"Brothers","Action","Contemporary Fiction","Live Action",0.656688
"Sibling Rivalry","Comedy","Contemporary Fiction","Live Action",29.544694
"Friday the 13th Part VI: Jason Lives","Horror","Fantasy","Live Action",40.236724
"City of Ember","Adventure","Fantasy","Live Action",9.177337
"Mortal Thoughts","Thriller/Suspense","Contemporary Fiction","Live Action",35.434973
"Honeysuckle Rose","Drama","Contemporary Fiction","Live Action",17.815212
"School for Scoundrels","Comedy","Contemporary Fiction","Live Action",22.755628
"The Contender","Drama","Contemporary Fiction","Live Action",27.647826
"Born Yesterday","Romantic Comedy","Contemporary Fiction","Live Action",28.225473
"The Rage: Carrie 2","Horror","Contemporary Fiction","Live Action",29.257251
"The Big Green","Comedy","Kids Fiction","Live Action",34.127704
"Sarkar Raj","Drama","Contemporary Fiction","Live Action",1.176303
"The Oxford Murders","Thriller/Suspense","Contemporary Fiction","Live Action",0.0056
"For the Boys","Drama","Historical Fiction","Live Action",23.911039
"Heavy Weights","Comedy","Contemporary Fiction","Live Action",33.984401
"Kit Kittredge: An American Girl","Drama","Historical Fiction","Live Action",20.584575
"CB4","Comedy","Contemporary Fiction","Live Action",29.693345
"El Clan","Drama","Dramatization","Live Action",0
"Frantic","Thriller/Suspense","Contemporary Fiction","Live Action",31.677546
"Max Dugan Returns","Comedy","Contemporary Fiction","Live Action",46.802169
"Swing Vote","Comedy","Contemporary Fiction","Live Action",18.989722
"Eye of the Needle","Thriller/Suspense","Historical Fiction","Live Action",17.583
"Deliver Us From Eva","Romantic Comedy","Contemporary Fiction","Live Action",24.393202
"Cat on a Hot Tin Roof","Drama","Contemporary Fiction","Live Action",216.270019
"Jsan-nin no shikaku","Action","Historical Fiction","Live Action",0.84732
"Adventureland","Black Comedy","Historical Fiction","Live Action",17.905129
"Hot Dog The Movie","Comedy","Contemporary Fiction","Live Action",43.693811
"Invasion U.S.A.","Action","Contemporary Fiction","Live Action",41.346042
"Lassiter","Thriller/Suspense","Historical Fiction","Live Action",43.627261
"Johnny Be Good","Comedy","Contemporary Fiction","Live Action",26.360503
"Rebound","Comedy","Contemporary Fiction","Live Action",21.947856
"Angel","Thriller/Suspense","Contemporary Fiction","Live Action",43.565264
"White Palace","Drama","Contemporary Fiction","Live Action",28.452986
"Rachel Getting Married","Drama","Contemporary Fiction","Live Action",14.793967
"Ragtime","Drama","Historical Fiction","Live Action",51.104274
"Glee: The 3D Concert Movie","Concert/Performance","Factual","Live Action",12.520583
"My Favorite Year","Comedy","Contemporary Fiction","Live Action",49.702156
"Tristan & Isolde","Drama","Historical Fiction","Live Action",18.826264
"Above the Law","Action","Contemporary Fiction","Live Action",35.538208
"Roll Bounce","Comedy","Contemporary Fiction","Live Action",22.692987
"A Guy Thing","Romantic Comedy","Contemporary Fiction","Live Action",21.575809
"Disturbing Behavior","Thriller/Suspense","Contemporary Fiction","Live Action",31.073098
"Addicted","Drama","Contemporary Fiction","Live Action",17.816491
"Extreme Measures","Drama","Contemporary Fiction","Live Action",32.892091
"And So It Goes","Comedy","Contemporary Fiction","Live Action",15.531933
"Born in East L.A.","Comedy","Contemporary Fiction","Live Action",29.153246
"Jo Jo Dancer, Your Life is Calling","Drama","Dramatization","Live Action",39.113914
"Sunshine Cleaning","Comedy","Contemporary Fiction","Live Action",13.461814
"My Baby's Daddy","Comedy","Contemporary Fiction","Live Action",23.346466
"12 Rounds","Action","Contemporary Fiction","Live Action",13.653922
"The Matador","Thriller/Suspense","Contemporary Fiction","Live Action",16.08991
"Murder in the First","Drama","Dramatization","Live Action",33.288042
"Max Keeble's Big Move","Comedy","Kids Fiction","Live Action",25.562549
"Half Baked","Comedy","Contemporary Fiction","Live Action",30.836896
"Dolphins and Whales Tribes of the Ocean 3D","Documentary","Factual","Live Action",8.845458
"A Bronx Tale","Drama","Historical Fiction","Live Action",21.680568
"Annapolis","Drama","Contemporary Fiction","Live Action",21.876142
"The Phantom","Action","Super Hero","Live Action",32.610047
"Bright Star","Drama","Dramatization","Live Action",4.960213
"The Mission","Drama","Historical Fiction","Live Action",38.844919
"Hit & Run","Comedy","Contemporary Fiction","Live Action",14.457484
"No Escape","Action","Science Fiction","Live Action",27.44513
"Her Alibi","Comedy","Contemporary Fiction","Live Action",20.329349
"Angel Heart","Horror","Historical Fiction","Live Action",30.773962
"Sidekicks","Action","Contemporary Fiction","Live Action",25.59777
"That Old Feeling","Romantic Comedy","Contemporary Fiction","Live Action",29.791776
"Kites","Thriller/Suspense","Contemporary Fiction","Live Action",1.78779
"Election","Black Comedy","Contemporary Fiction","Live Action",24.516115
"The Falcon and the Snowman","Thriller/Suspense","Dramatization","Live Action",40.388405
"Johnny Dangerously","Comedy","Historical Fiction","Live Action",41.550454
"The NeverEnding Story II: The Next Chapter","Adventure","Fantasy","Live Action",34.030637
"Les Triplettes de Belleville","Musical","Historical Fiction","Hand Animation",9.4771
"Pet Sematary II","Horror","Fantasy","Live Action",25.651539
"Firehouse Dog","Comedy","Contemporary Fiction","Live Action",16.937105
"Kung Pow: Enter the Fist","Comedy","Contemporary Fiction","Live Action",23.098254
"Pandorum","Horror","Science Fiction","Live Action",11.529231
"Freejack","Action","Science Fiction","Live Action",21.472934
"Judy Moody and the Not Bummer Summer","Adventure","Kids Fiction","Live Action",15.846687
"Somewhere","Drama","Contemporary Fiction","Live Action",1.887025
"Central do Brasil","Drama","Contemporary Fiction","Live Action",9.930888
"The Delta Force","Action","Contemporary Fiction","Live Action",32.747123
"Diabolique","Thriller/Suspense","Contemporary Fiction","Live Action",32.198377
"Everyone's Hero","Adventure","Kids Fiction","Digital Animation",18.558525
"For Keeps?","Drama","Contemporary Fiction","Live Action",27.775301
"The Country Bears","Adventure","Kids Fiction","Live Action",24.474684
"Win a Date with Tad Hamilton!","Romantic Comedy","Contemporary Fiction","Live Action",22.886217
"Island of Lemurs: Madagascar","Documentary","Factual","Live Action",16.753988
"Catch That Kid","Adventure","Contemporary Fiction","Live Action",22.512555
"House of 1,000 Corpses","Horror","Contemporary Fiction","Live Action",17.466667
"Fruitvale Station","Drama","Contemporary Fiction","Live Action",16.574241
"All the Right Moves","Drama","Contemporary Fiction","Live Action",44.979593
"Jury Duty","Comedy","Contemporary Fiction","Live Action",32.570666
"Godsend","Thriller/Suspense","Science Fiction","Live Action",19.320605
"Death Sentence","Action","Contemporary Fiction","Live Action",11.599087
"Looking for Mr. Goodbar","Drama","Contemporary Fiction","Live Action",16.9
"Sugar and Spice","Comedy","Contemporary Fiction","Live Action",19.633936
"Jaane Tu Ya Jaane Na","Comedy","Contemporary Fiction","Live Action",0.700519
"Rabbit-Proof Fence","Drama","Historical Fiction","Live Action",8.657225
"Geronimo: An American Legend","Western","Dramatization","Live Action",34.134944
"Le hrisson","Drama","Contemporary Fiction","Animation/Live Action",0.875176
"Kiss Kiss, Bang Bang","Comedy","Contemporary Fiction","Live Action",5.530394
"Hollywoodland","Drama","Dramatization","Live Action",18.434766
"Lightning Jack","Western","Historical Fiction","Live Action",26.48879
"Valley Girl","Comedy","Contemporary Fiction","Live Action",44.632355
"Femme Fatale","Thriller/Suspense","Contemporary Fiction","Live Action",9.496711
"Andre","Adventure","Dramatization","Live Action",16.774699
"My Soul to Take","Horror","Contemporary Fiction","Live Action",15.641429
"Battle of the Year","Drama","Contemporary Fiction","Live Action",9.150737
"Blink","Thriller/Suspense","Contemporary Fiction","Live Action",21.655801
"Tremors","Action","Science Fiction","Live Action",21.841741
"Emperor","Drama","Dramatization","Live Action",16.653511
"The Fabulous Baker Boys","Comedy","Contemporary Fiction","Live Action",34.915296
"Bringing Out The Dead","Black Comedy","Contemporary Fiction","Live Action",27.401237
"Deep Cover","Action","Contemporary Fiction","Live Action",23.718881
"True Crime","Drama","Contemporary Fiction","Live Action",27.409013
"Halloween 4: The Return of Michael Myers","Horror","Fantasy","Live Action",33.876094
"Digimon: The Movie","Adventure","Kids Fiction","Hand Animation",14.952252
"Paparazzi","Thriller/Suspense","Contemporary Fiction","Live Action",21.177138
"Silent House","Horror","Fantasy","Live Action",13.395926
"Reservation Road","Drama","Contemporary Fiction","Live Action",0.123407
"Beat Street","Drama","Contemporary Fiction","Live Action",41.341305
"The Good Girl","Comedy","Contemporary Fiction","Live Action",20.19142
"Baby's Day Out","Comedy","Contemporary Fiction","Live Action",18.015538
"54","Drama","Dramatization","Live Action",29.580065
"To Live and Die in L.A.","Action","Contemporary Fiction","Live Action",38.974712
"Blue Valentine","Drama","Contemporary Fiction","Live Action",10.279758
"Mindhunters","Thriller/Suspense","Contemporary Fiction","Live Action",5.844947
"My Girl 2","Comedy","Historical Fiction","Live Action",22.304702
"Shocker","Horror","Fantasy","Live Action",26.463613
"Transamerica","Drama","Contemporary Fiction","Live Action",11.525632
"National Lampoon's Class Reunion","Comedy","Contemporary Fiction","Live Action",28.62355
"The Frighteners","Horror","Fantasy","Live Action",31.291145
"Original Sin","Thriller/Suspense","Contemporary Fiction","Live Action",24.431837
"Krull","Adventure","Fantasy","Live Action",43.894565
"Sea Rex 3D: Journey to a Prehistoric World","Documentary","Factual","Animation/Live Action",6.459087
"Belle","Drama","Dramatization","Live Action",10.989216
"Der Baader Meinhof Komplex","Action","Dramatization","Live Action",0.53152
"The War","Drama","Contemporary Fiction","Live Action",33.809811
"Heart and Souls","Comedy","Fantasy","Live Action",18.994786
"Spacehunter: Adventures in the Forbidden Zone","Adventure","Science Fiction","Live Action",43.785102
"Terminal Velocity","Action","Contemporary Fiction","Live Action",33.758587
"Jason X","Horror","Contemporary Fiction","Live Action",18.167269
"Monkey Kingdom","Documentary","Factual","Live Action",16.432322
"The Powerpuff Girls","Adventure","Super Hero","Hand Animation",16.439835
"Candy","Comedy","Fantasy","Live Action",104.837673
"A Change of Seasons","Drama","Contemporary Fiction","Live Action",51.028994
"I Love You, Beth Cooper","Comedy","Contemporary Fiction","Live Action",16.517609
"The Words","Drama","Contemporary Fiction","Live Action",12.086908
"Hudson Hawk","Action","Contemporary Fiction","Live Action",32.51709
"American Dreamz","Black Comedy","Contemporary Fiction","Live Action",9.145313
